nome_com,wkt
Arese,"MULTIPOLYGON (((9.06573279092467 45.5688202115293,9.07059247075254 45.5642735623613,9.07063946700062 45.5640185423165,9.07073182258005 45.5631679627628,9.07077941726767 45.5623886930404,9.06851587732845 45.5625231076895,9.06786128832373 45.5625955736789,9.06787018224811 45.5634215377619,9.06726284336043 45.5634274270412,9.06637147279886 45.5633780672007,9.06571675579581 45.5633285465064,9.06568495987538 45.5631345519895,9.0656921293168 45.5625081393495,9.06580931353426 45.5615545978475,9.07033900390442 45.5605376305738,9.0767488873519 45.5603535924704,9.0808981548942 45.5602773643208,9.08292317283951 45.5603882650273,9.08311475124888 45.5604203844765,9.0832747413356 45.5605627956857,9.08935728115321 45.5568003947557,9.0929492555345 45.5479452740423,9.08840422634978 45.5453431574244,9.08814832237884 45.5428372636633,9.08898968679564 45.5403495877449,9.08900697185376 45.5402986424704,9.08961036798665 45.5387453615218,9.08974857675167 45.5383983880934,9.09149545636476 45.5361584245325,9.09174540716812 45.5358430831443,9.09221223424455 45.5354250572679,9.09709576232178 45.5317049590761,9.09793827824265 45.5313115568432,9.09400541877377 45.5297043434638,9.0900269341586 45.5305411352658,9.08322523218662 45.5318733486236,9.08324937339485 45.5314193472494,9.07778417684479 45.5383212788,9.07364143065456 45.5470626701502,9.06398437933224 45.5537949303132,9.05918663093503 45.5551208251707,9.05654287343647 45.554861605984,9.05439665142052 45.554643252022,9.052845539352 45.5544725661083,9.04981129886344 45.5564790384109,9.04923561290505 45.5596566033603,9.04990492875849 45.5608172013897,9.05584732486459 45.5678629857394,9.06573279092467 45.5688202115293)))"
Arconate,"MULTIPOLYGON (((8.84761894728059 45.5597444596494,8.84796798106002 45.5586018241339,8.84756170912212 45.5572241686504,8.8460517605122 45.5565380937055,8.84565830479705 45.5551784389297,8.84583840778405 45.5549086675479,8.84686365765381 45.554784034163,8.84842636332986 45.5549031164946,8.84882323704654 45.5550026678245,8.84942475115424 45.5552464709893,8.85021165887511 45.5532133451997,8.85333369174008 45.5505486589788,8.85523430136479 45.5507671071047,8.85719949496011 45.5511293852279,8.85902129230645 45.5505373592394,8.86423072396117 45.5448432989967,8.8661132474856 45.5411900488094,8.86643874164025 45.5389582320056,8.86593436702101 45.5356183566057,8.86237060374871 45.5317527733839,8.85496655606617 45.5325266916654,8.8564891594973 45.5330596685619,8.85644799210223 45.5341487115162,8.84883756774864 45.5305385683986,8.84839000723046 45.5302949465988,8.84895690581948 45.5290176016241,8.84561912368683 45.5273659834146,8.84312384488629 45.5267415358209,8.83348339071704 45.5261158377735,8.83277734292302 45.5267088484728,8.8325068036498 45.5272574982479,8.83220833428705 45.5285891856934,8.83237069799192 45.5299755405019,8.8286563616666 45.530177057701,8.82079668153358 45.5291749095194,8.81672782569527 45.5281423638493,8.81672095639388 45.5302575383746,8.82054550726309 45.5385403653333,8.82091814516875 45.539327985681,8.82135240350523 45.5397067020363,8.8236776969079 45.5415554619877,8.82594341464442 45.542008993604,8.82803991379123 45.5407340565645,8.83048656957458 45.5433119274928,8.83039669048051 45.54764116056,8.83145978919442 45.5519721142773,8.83326370781474 45.5571231782474,8.8338745065305 45.5585372023445,8.83815607872424 45.5577602733655,8.84077617556141 45.5600321461757,8.84643601416247 45.561273006203,8.8467817801218 45.5613454719569,8.8474878938999 45.56082436097,8.84768122609034 45.5604106016564,8.84761894728059 45.5597444596494)))"
Albairate,"MULTIPOLYGON (((8.94474669219451 45.4471782518175,8.94559178837651 45.4459725277557,8.9508558060399 45.4429775974734,8.9550998553743 45.4426733236485,8.9572468054828 45.4436282490322,8.95899137827954 45.4445973880379,8.96094111466261 45.4444216405353,8.96351264598983 45.4409931377886,8.96774780295201 45.4326101621475,8.9678255624418 45.4295226449704,8.9675972845662 45.4263453216834,8.96710045669557 45.4227177979479,8.96703744630871 45.4218229388047,8.96707525277412 45.4214486480788,8.9688525282444 45.4194689495085,8.96912103764616 45.4192709857487,8.97387526127325 45.4180840464428,8.97433222307892 45.4174391627801,8.9756750493579 45.413892976333,8.97198868975951 45.4129125478874,8.9711571032445 45.4155136194191,8.96944501266644 45.4147480893502,8.96876831429933 45.4143068538686,8.96855139838521 45.4136857348628,8.96791332218548 45.4113992972035,8.96786330817509 45.4109833377702,8.96873294136488 45.4075021116285,8.97150513722984 45.4080068787554,8.97324213471481 45.4089704028238,8.97390418123322 45.4070092125685,8.97310134990713 45.4040915083697,8.96879502849442 45.4035326915777,8.96808351615515 45.4034514770117,8.96748245299868 45.4043874065177,8.96727816344691 45.4048284005065,8.96684320286762 45.4057013669359,8.96630135926662 45.4056452203869,8.96524686933649 45.405535944696,8.9651011444538 45.4055208398033,8.96466673574156 45.4054667398959,8.96155905549792 45.4042157151348,8.96134372808928 45.4030096323039,8.95971650719382 45.4027287618534,8.95525201457408 45.4023220488732,8.95438962653644 45.402245188479,8.93857070950567 45.4009461392501,8.93798261183779 45.4008985662004,8.93638326428614 45.4020876961676,8.93605765310103 45.4024569603247,8.93599576497728 45.4025281181552,8.93181568885788 45.4073420151504,8.92295266654426 45.4183355853342,8.91929782435292 45.4219604461039,8.91713585082485 45.4232730382725,8.91649821236546 45.4237793201144,8.91682934733558 45.4242154000747,8.91713421799928 45.4243891593289,8.91833515637347 45.4247770638648,8.92110780238509 45.4255440961014,8.92287130601638 45.4258783279686,8.92461723707572 45.4261546763217,8.9246987921547 45.4261675780863,8.92578303433174 45.4278964718354,8.92555178577263 45.4287784232194,8.92511592840674 45.4297232476245,8.92377017879785 45.4323236273323,8.92259327867837 45.4328988966431,8.92201799535002 45.4329164964371,8.92149214439721 45.434140279635,8.92134435591498 45.4392977159129,8.92415582595187 45.4402807070219,8.93919931324434 45.4450872047916,8.9391982399545 45.4460863217858,8.93951697826202 45.4469595756125,8.94277466624429 45.4499585683991,8.94336354642579 45.4492927909019,8.94474669219451 45.4471782518175)))"
Abbiategrasso,"MULTIPOLYGON (((8.91730417826813 45.4217789944882,8.91929782435292 45.4219604461039,8.92295266654426 45.4183355853342,8.93181568885788 45.4073420151504,8.93599576497728 45.4025281181552,8.93605765310103 45.4024569603247,8.93638326428614 45.4020876961676,8.93798261183779 45.4008985662004,8.93857070950567 45.4009461392501,8.95438962653644 45.402245188479,8.95525201457408 45.4023220488732,8.95971650719382 45.4027287618534,8.96134372808928 45.4030096323039,8.9615725360959 45.3966042084569,8.96294446151206 45.3872706033042,8.95698332730037 45.3838706296899,8.95574350230464 45.3849772903996,8.95304122999502 45.3868529312467,8.95195820563331 45.3873970427044,8.9499537457015 45.3862620423607,8.94992197006586 45.3857779488596,8.94991650544866 45.3856855923517,8.95087445407176 45.3850743095141,8.95304119959837 45.3849626990449,8.95508032743712 45.3836988839231,8.95621792962896 45.3826372078733,8.95767404244386 45.380972566951,8.95776129702764 45.3806657261566,8.95520029995804 45.375805017918,8.95480456687309 45.3756158383676,8.95452364052631 45.3755437239385,8.95304009824489 45.375201077778,8.95237702178144 45.375416832725,8.95217241955764 45.3757497965394,8.95149262949364 45.3769640615185,8.95119989126599 45.3779726336049,8.94933022230382 45.3835974683273,8.94883730783367 45.3844598269395,8.94875461744218 45.3844462127217,8.94565177342815 45.383469761992,8.94239646999391 45.3817579611669,8.94059341342788 45.3838002739522,8.93976220091427 45.384726944377,8.93868806628767 45.3858245105301,8.93775459144275 45.3867691041206,8.93589059438637 45.3859399762451,8.93562257653232 45.3857418065628,8.93308395168176 45.3829770386187,8.93327720817077 45.3815549781256,8.92385711298209 45.3771475907704,8.91493452871724 45.3740899296836,8.89846312189096 45.3654084790137,8.89331137462506 45.3617763442915,8.89168012564901 45.360181616113,8.8911325228166 45.3594520235478,8.89279974399124 45.3554931253847,8.89403018010142 45.3528929683822,8.89455402754717 45.3526594125937,8.89521825974315 45.3524440115239,8.89631639166072 45.3522919917299,8.89807828068131 45.3521765572121,8.89855073101037 45.3521049736984,8.90220459645068 45.350433965271,8.90254971872151 45.3501732136001,8.90371306458088 45.3491750837431,8.90403272203272 45.3488603121661,8.90688512371596 45.3453072459889,8.90719251480357 45.3446684179282,8.90742357197384 45.3438675092855,8.90779559039521 45.3427156704279,8.90857484386886 45.3423112593403,8.91233976250671 45.342521227952,8.91306665061613 45.3429358346884,8.91531022308826 45.3448277485078,8.91611687094342 45.342885375439,8.92022170926819 45.3374689979757,8.92655589145637 45.3287145535558,8.92668266245348 45.3281897187447,8.926073186046 45.32702202954,8.92502848825289 45.3257882052018,8.92203446732427 45.3224827932535,8.92156290067761 45.3220954237917,8.92063238778472 45.3214646958458,8.91334381108875 45.3241372394194,8.91287857992682 45.3243345195432,8.91228448423835 45.3245864860013,8.9106502831395 45.3254583226286,8.90733011139205 45.3273189050741,8.9070768899861 45.3276918370525,8.90734207908832 45.3280570045644,8.90796627903433 45.3286965893562,8.90859040186564 45.3291651557307,8.90936790227887 45.3297238362999,8.91001800425682 45.3301564127484,8.91071911193161 45.3306340237049,8.91182784430107 45.3315709960803,8.91210796983394 45.3319852639606,8.91225987214211 45.3323708964791,8.91223450354084 45.3326694383783,8.9119918404365 45.333056297526,8.9114934561778 45.3334969712071,8.91081659783246 45.333811486164,8.90999977470315 45.3341258868895,8.89806421388607 45.3386749089349,8.88689130779794 45.341454727511,8.87919266713682 45.3425539859447,8.87129021378972 45.343346451443,8.86807316614933 45.3435948132799,8.86714032914495 45.3440617959496,8.86508011674097 45.3520948399303,8.86536851367489 45.353825893784,8.86576385860085 45.354188259029,8.86648952263627 45.3548533312463,8.8674962078935 45.3556466024696,8.86781478223308 45.3558989854243,8.86884613457898 45.3570883319533,8.86899558808531 45.35832342857,8.86838079322365 45.3595630841459,8.86721705721269 45.3603718268045,8.86594353744757 45.3608286320063,8.8648658066377 45.3612151800532,8.86353165613225 45.3614963334116,8.85899942389197 45.3636203661547,8.85250380167238 45.3672035809434,8.85158295108951 45.367769458987,8.85090372113318 45.368704679344,8.84898974586482 45.3729596608404,8.84860436903725 45.3742246722821,8.84801711318287 45.3792177535109,8.84733347703131 45.3869464656085,8.84786211916938 45.388673965643,8.84871032846936 45.3912772110033,8.84396205533915 45.3947773963898,8.84325806943055 45.3998860095265,8.85013640090395 45.4029795770444,8.87243587506559 45.4128807525706,8.88284461207248 45.4160152317803,8.88423759636512 45.4160436576675,8.885132842648 45.4157205281104,8.88534893955227 45.4155227462266,8.88627236118957 45.4146775486432,8.88709243840398 45.4135892436982,8.88736136617706 45.4133104923155,8.88951786562295 45.4141926585896,8.89505331674659 45.4183403645871,8.89664561782821 45.4168566449658,8.89715768777878 45.4163800536594,8.90464501897542 45.4174936776378,8.90565429381126 45.4177195391869,8.908745676719 45.4186491518968,8.90948404466815 45.4204679391156,8.91130981939792 45.4217115076996,8.91322645794946 45.4220820104728,8.9164722914111 45.4225254811229,8.91730417826813 45.4217789944882)))"
Rho,"MULTIPOLYGON (((9.04923561290505 45.5596566033603,9.04981129886344 45.5564790384109,9.052845539352 45.5544725661083,9.05439665142052 45.554643252022,9.05654287343647 45.554861605984,9.05918663093503 45.5551208251707,9.06398437933224 45.5537949303132,9.07364143065456 45.5470626701502,9.07778417684479 45.5383212788,9.08324937339485 45.5314193472494,9.08322523218662 45.5318733486236,9.0900269341586 45.5305411352658,9.09400541877377 45.5297043434638,9.09559333397789 45.5173476593312,9.08996054052519 45.5165799102069,9.08520249082917 45.5164485495935,9.07773085763684 45.5164673722219,9.07742513688265 45.5165678957503,9.07585148812497 45.517085324753,9.07512499990739 45.5173241977489,9.07195143607917 45.5191939132883,9.07167133133545 45.5194776077615,9.07161928995443 45.5196490365617,9.07154095197158 45.5199071569188,9.07148008280462 45.5201077898019,9.07127624436444 45.5209269801139,9.07108661612086 45.5212691353372,9.07093131075148 45.5215482614567,9.06977651535352 45.5234526344082,9.06117958098659 45.5249606974735,9.05841402752375 45.5248541427221,9.056245465258 45.5198687801769,9.05646100270326 45.5177399725619,9.05983464689274 45.5120947478926,9.06175512489762 45.5122827448826,9.07027282919233 45.5067333170168,9.0701176929106 45.5064866770299,9.06956681819688 45.5061183676307,9.06670359642469 45.5046070073032,9.06404254893913 45.5036186308227,9.06296160287801 45.503254848135,9.06151706609991 45.5053140427231,9.06138856952966 45.5054971879216,9.05774003213832 45.5063513064462,9.05750677585044 45.5063341209118,9.05720195250851 45.5062821645407,9.05635830250152 45.5061383041401,9.05556308730895 45.5059488499369,9.04753391774193 45.509080757969,9.04404512589417 45.5120479169653,9.04272778572993 45.5121069253665,9.04255363677308 45.5120760401418,9.03759921001594 45.5093769842482,9.0361966654791 45.5093504321062,9.0245967184893 45.5138404262422,9.02323049486236 45.5156390831793,9.02221542809362 45.5177652779128,9.02200520248636 45.5186208576706,9.02152914092842 45.5205601552712,9.02153017381137 45.5212037111681,9.02342543579643 45.5228099968374,9.02260681757799 45.5259919388214,9.0176545156466 45.5310613595528,9.01653293663776 45.5317534894463,9.01300525840747 45.5336936231699,9.01081341485838 45.53435989475,9.00788904353694 45.5343961345964,9.00759170348896 45.5344951805149,9.01424728674218 45.5425498541332,9.0145414026772 45.5423805493905,9.01515737142504 45.5422180503231,9.01615754006781 45.5420478840767,9.02958871818687 45.544965367943,9.02934483621926 45.5498268795162,9.0292989729906 45.5504765267705,9.03408452526075 45.5556344006215,9.03494765702788 45.5565111525693,9.04500900561165 45.5602427636021,9.04849767308134 45.5606820816464,9.04990492875849 45.5608172013897,9.04923561290505 45.5596566033603)))"
Robecchetto con Induno,"MULTIPOLYGON (((8.76214876274468 45.5399903379324,8.76538294229013 45.5381653347364,8.79149196323801 45.5271269898489,8.79502501501187 45.5239291009064,8.79373855548097 45.5185623141554,8.79418018453489 45.5133156326666,8.78899549470676 45.5064205243597,8.78721619717238 45.5064262381138,8.78397527234861 45.5070502007309,8.78013265399868 45.5076639373524,8.77955674225877 45.507635822196,8.77682062522211 45.5068114253258,8.76903644454882 45.5040146915242,8.76857646277831 45.503815745713,8.75815231585757 45.4989997050781,8.75728091425098 45.499251385414,8.756026229351 45.4993387155498,8.75163506570599 45.4995902741265,8.75030486228162 45.4993893582528,8.74925695599476 45.4990270343797,8.7477346794684 45.4988526639101,8.74673677992272 45.4987604526992,8.74297448681773 45.498635031808,8.74178367952354 45.4987493634649,8.7404128569893 45.4990432789763,8.72896284700138 45.5033370890699,8.72662643827894 45.5047446503139,8.72556067660793 45.505435165453,8.72458387688531 45.5062518886812,8.72391477241582 45.5069613447387,8.72379768888843 45.5073480957198,8.72390685958805 45.508579964167,8.72463332068278 45.5092357882647,8.72634225946281 45.5105630106688,8.75462557370808 45.5241915003937,8.75511056384251 45.5245525688726,8.76183473300168 45.5332525674265,8.759720934591 45.5364254146898,8.75695066531021 45.5397408468043,8.75462283779991 45.5412739918817,8.76214876274468 45.5399903379324)))"
Robecco sul Naviglio,"MULTIPOLYGON (((8.91319121326135 45.4367265449925,8.90172912796482 45.4353354329361,8.89277667405763 45.4298321468734,8.89283893050715 45.4293824905857,8.8946253708634 45.4242445966969,8.89516385730784 45.4233449984824,8.89619034395367 45.4224815426724,8.89626480785006 45.4224189032915,8.89746006565523 45.4213309771276,8.89751945219187 45.4212769076032,8.8969613096218 45.4189541660144,8.89505331674659 45.4183403645871,8.88951786562295 45.4141926585896,8.88736136617706 45.4133104923155,8.88709243840398 45.4135892436982,8.88627236118957 45.4146775486432,8.88534893955227 45.4155227462266,8.885132842648 45.4157205281104,8.88423759636512 45.4160436576675,8.88284461207248 45.4160152317803,8.87243587506559 45.4128807525706,8.85013640090395 45.4029795770444,8.84325806943055 45.3998860095265,8.84179622735242 45.40179370409,8.84061647468999 45.4033132317565,8.83111287871357 45.4152708876817,8.83017664177902 45.4163766269315,8.82863175148463 45.417814895043,8.82560159541939 45.4204366707989,8.83204054501797 45.4213614085006,8.83315149600963 45.4217140753557,8.83909906768107 45.4247289316219,8.85276801680467 45.4326772158079,8.85886827262391 45.4368613643753,8.86050216481459 45.4388164462802,8.86068486365666 45.4391204230871,8.86123816503001 45.44016760878,8.85997898170189 45.4426683288591,8.85927293940507 45.4438015706951,8.85855080128458 45.4462399453212,8.85853700842436 45.446644958315,8.86139505801732 45.449195731401,8.86476740164254 45.4506939332289,8.86568754848741 45.450938032973,8.86910526602662 45.4495018530242,8.87279698052598 45.4478315809111,8.88095286679661 45.4480653396297,8.88438247847125 45.4487620687879,8.88567573849638 45.4489812405678,8.88820714107864 45.4488451048836,8.89048559764912 45.4486294420227,8.89054259154601 45.4482333704413,8.89031879529288 45.4476191783121,8.8901509480798 45.4471634783179,8.89082810833037 45.4460154011996,8.89307681980808 45.4465918910446,8.90454871261434 45.4518862213115,8.90812810118861 45.452699232707,8.90928409693216 45.4486193098703,8.90872733283458 45.4429631504976,8.90929214628354 45.4387600215293,8.90932335904983 45.4386290367234,8.9093855194998 45.4385308146828,8.90953045103923 45.4384637744466,8.91203790553712 45.4384538435724,8.91419798498717 45.4388695307491,8.91720404729005 45.4378276329085,8.91717926891545 45.4372785610693,8.91319121326135 45.4367265449925)))"
Rodano,"MULTIPOLYGON (((9.34491155305097 45.5018357003178,9.34908585273767 45.5011898581299,9.34897508638116 45.5005423248243,9.35328103997741 45.4969287586042,9.36320232508066 45.499561889995,9.36480222312987 45.4995657880422,9.3692320975947 45.4904787031744,9.36951404790105 45.4867514230079,9.36408090422346 45.485445748341,9.36412813952643 45.4848335413663,9.36423806397009 45.4840231179652,9.36936907460007 45.4826935103238,9.37630363255266 45.4787679994626,9.37512450089807 45.4746044547507,9.37439338915701 45.4743188250709,9.37320174086224 45.4740346963086,9.37098656747732 45.4737358920637,9.36860095958164 45.4726815140279,9.36428701381448 45.470274107555,9.36439792043737 45.4696166804854,9.36568008314113 45.4643830684365,9.36878267102749 45.4560382602096,9.36908500547887 45.4553352113517,9.37066930364842 45.4532688591591,9.36162140731504 45.4540179456647,9.3610455242774 45.4558379553402,9.36043195965609 45.4558848904557,9.35866754638004 45.4559624472204,9.3493656209533 45.4529489675493,9.34933847706314 45.4526970230025,9.34950072258004 45.4521744786745,9.34963332457015 45.4508689355344,9.34955425392305 45.4504911351466,9.34798996067482 45.449811848519,9.34601807829014 45.4493947990747,9.34559565993393 45.4493240750208,9.34538199218421 45.4498017541345,9.34478899062523 45.4511176976608,9.34440534206241 45.4511188550734,9.33562642853863 45.4497858382938,9.32690568703179 45.4585870200036,9.3211085203103 45.4624918661003,9.32312478709343 45.4639173283327,9.32390589308793 45.4640681169714,9.32461017443527 45.4642011456138,9.32735679830691 45.4636082358521,9.32740268886394 45.4635685867615,9.32901894058791 45.4621721094793,9.33100958225737 45.4622745823744,9.33362042357764 45.4625370056847,9.33557848095633 45.469056923859,9.33558189924684 45.4696329710231,9.3322128604402 45.4750973678512,9.33908458303595 45.4857657171064,9.34670020933631 45.4963998738317,9.34491155305097 45.5018357003178)))"
Rosate,"MULTIPOLYGON (((9.03839341594469 45.3651906275105,9.03840578843913 45.3646145556647,9.03908102264287 45.3624360719551,9.04045638750193 45.3585201173645,9.0422802478542 45.3565752213221,9.04660520039582 45.353954241554,9.05068911467276 45.3534304271851,9.06455691976669 45.3484278333846,9.06541145024083 45.3478242718525,9.06671005968907 45.3452582137261,9.06661717133147 45.3425759392237,9.06374480546486 45.3417224879954,9.06421506543907 45.3399760038767,9.06480069471216 45.3390305677353,9.06541237323093 45.3382291221189,9.06783837862234 45.3384887352761,9.06918959894468 45.3384609187403,9.06956218975743 45.3372185369367,9.07018756575129 45.3350076660763,9.06830780410833 45.3321516778193,9.06734726154639 45.331621175537,9.0659051337643 45.3315230063558,9.06158163219575 45.3338342009751,9.05674174191886 45.3369916031422,9.04682324380104 45.3425947834206,9.03562745106041 45.3436879556409,9.03501997666575 45.3436881435121,9.03067762836515 45.3402644769833,9.0285524461521 45.3381931470834,9.02570086367916 45.3350180625287,9.01488908274835 45.3347859423059,9.00756942757673 45.3352547266008,8.99409541630962 45.3408895117394,8.99266588338181 45.3414114870211,8.98264769403662 45.3458299384633,8.98191993868389 45.3464239054533,8.98045194532991 45.3478278357357,8.97951980537963 45.3487277780998,8.97890723855917 45.3493397384499,8.97819246260332 45.3502307139951,8.97551065426176 45.3536775879157,8.975140159212 45.3543255807709,8.97517836729151 45.3545416193625,8.98079445213961 45.3577470814169,8.98307869461639 45.358521530941,8.98458470425203 45.3589628009266,8.98521025071559 45.3591789137441,8.98473732555757 45.3612040857674,8.98333228161607 45.3645387788039,8.99208657377552 45.3654938364948,8.99358164816317 45.3661464996605,8.99475670527138 45.3669746585013,8.99689264966465 45.3683293887882,9.00914132166674 45.3711148893019,9.01259491670204 45.37154212304,9.0170009820317 45.3715055498157,9.01777796981185 45.370263283288,9.02496420728242 45.3667065250075,9.03164212961192 45.3683340627125,9.03108188447079 45.3705349589609,9.03294686413109 45.3722536416599,9.0391736305637 45.3746549527608,9.03839341594469 45.3651906275105)))"
Rozzano,"MULTIPOLYGON (((9.19214136711114 45.3892194061454,9.19050184876636 45.3863526797311,9.19342339579984 45.3798085101947,9.19340697958794 45.3796735260749,9.19327890322815 45.3795702354738,9.19264121114208 45.379242779494,9.1924731819829 45.3792430627657,9.18985497656342 45.3805103114505,9.18632489003172 45.3803828822727,9.17494050750946 45.3788848832125,9.17274545958375 45.3782009814556,9.17229590621042 45.3779665326821,9.16844042821556 45.3751961774548,9.16660907795096 45.3720648754307,9.16679795187467 45.3711555020876,9.16781198984521 45.368867739282,9.16820616960517 45.3683000877821,9.16158380534474 45.3679046504296,9.16121018002016 45.3683101762536,9.15932556787486 45.3698970155955,9.15509560482588 45.368444659297,9.15339410316134 45.3672678154782,9.1512660279716 45.3641202918859,9.1516992986555 45.3637956818224,9.15223467839911 45.3634709340479,9.14992013096827 45.3621418312361,9.14891072833352 45.3617111096813,9.14841275740865 45.361702743252,9.14508381319841 45.3627511506883,9.14083136265106 45.3721560323791,9.13983858365747 45.3729918948137,9.13842485015323 45.3743797713554,9.13744437837523 45.3753980776451,9.13692342565693 45.3763303083228,9.13660765997354 45.3776268458878,9.13602857156775 45.380966914694,9.13746382562121 45.382927414795,9.13823354201308 45.3843036431548,9.13890186220181 45.3859950270075,9.1399205392624 45.3897112028111,9.13999898712623 45.3904491892514,9.14007919141003 45.3917272361295,9.14375120531327 45.3990044994753,9.1575408873913 45.4042296367348,9.15884162668765 45.4037904318819,9.1639745504769 45.4043297171396,9.16410016121742 45.4043426412951,9.1654284335045 45.4044668634135,9.17182501406023 45.4037645558119,9.17465707330537 45.4017042218365,9.1743095430873 45.398067172185,9.17409884387043 45.3963971677188,9.17398040497432 45.395457333235,9.18358581516537 45.3915046398301,9.18521092721893 45.3913268177647,9.18705002591432 45.3912022512986,9.18884541125538 45.392296786346,9.19183596371037 45.3908524566653,9.19214136711114 45.3892194061454)))"
San Colombano al Lambro,"MULTIPOLYGON (((9.47529445041216 45.2020517149182,9.47475410100314 45.2013788652914,9.47422553741281 45.2005760363336,9.47419939429954 45.2005080291922,9.47441261291203 45.1997557260085,9.47476964113527 45.1987452373288,9.48033069848631 45.1955257277339,9.4865392505148 45.1927463407572,9.49954755771792 45.1871252688131,9.4997172009162 45.1870763937841,9.50057571301228 45.1869510016736,9.50250126846541 45.18668189646,9.50699293618477 45.1880128332967,9.51510120615618 45.1881375227442,9.51675455023798 45.1880185973951,9.51719305295292 45.1844340768909,9.51763240786413 45.1837569871937,9.519598023806 45.181923406893,9.52077739135194 45.181177307663,9.5221645430259 45.1815027258821,9.52236399071474 45.1815587410554,9.52337220462739 45.1823359527561,9.52515840615393 45.1829485159391,9.52550156275955 45.1828367708743,9.52702717214173 45.1823374966833,9.52780551565816 45.1816266148355,9.53045555798795 45.175151362542,9.53038751183984 45.1746746046282,9.53025373645658 45.1739731186657,9.529790317581 45.1733181788373,9.52884176121709 45.1725754502033,9.52814992961972 45.1720745707336,9.52749432109512 45.1713575004295,9.52762543902837 45.1704319286153,9.52892969494559 45.1697036203416,9.53241066533772 45.1678151514867,9.53262473612198 45.1662929121664,9.52975679849678 45.1661338120781,9.52043305333799 45.165117830828,9.50770644840286 45.1640120547237,9.48908097133867 45.1626797629196,9.4834649567108 45.162411259794,9.47932054364038 45.1624377762467,9.47928367599325 45.1626000728406,9.47835430907116 45.1659750419517,9.46823031611835 45.168842243114,9.46722837985409 45.1695406383696,9.46688035016327 45.1698862389034,9.46620683700798 45.1725152668262,9.46624171988633 45.174841982121,9.46572981081704 45.1774184513685,9.46536377788658 45.1784181596335,9.46450613619693 45.1791382012212,9.45787773017921 45.184196719203,9.44805404509771 45.1879577315398,9.44625181036441 45.1880232991678,9.44459799892899 45.1873276437774,9.44297935111675 45.1866498387556,9.44254997924996 45.1864714693118,9.4410344660654 45.1863693228944,9.4406532242075 45.1865205948369,9.43959793573748 45.1885744874595,9.45123590356275 45.1927429184253,9.45611407323459 45.194757840496,9.46179758017809 45.1984120345934,9.46900210506861 45.2015331492825,9.47171844578374 45.2022507223994,9.47529445041216 45.2020517149182)))"
San Donato Milanese,"MULTIPOLYGON (((9.27265425769547 45.4325907132423,9.27467969949322 45.4284724152094,9.27619157756026 45.4265695733392,9.27761023603363 45.4265301330524,9.28129150575566 45.4265121121904,9.28265988692649 45.4266437449484,9.28336356150441 45.4267680157898,9.28408042027213 45.4269732671492,9.28480960765511 45.4270884700604,9.28539678570601 45.4269249700571,9.28627562360483 45.4263017117023,9.28756159574634 45.4253083746831,9.28789253013427 45.4250285057946,9.28854068760226 45.4242978066128,9.29111527421104 45.4203758402501,9.29143294105904 45.418304819089,9.29245354316409 45.417406613495,9.29593861611192 45.4144273107904,9.29667719585977 45.4139933387267,9.29709829804857 45.4138752431322,9.29768687179438 45.4140897207392,9.30009774735735 45.4093939088847,9.29143319819191 45.4056989382625,9.29116884969018 45.4057009031804,9.28154547679118 45.4070423805334,9.27895349788897 45.4076878114229,9.26957728219252 45.4011890992976,9.25699873507855 45.404314441821,9.24913007610314 45.4044668866864,9.24524226059148 45.4041141128443,9.24085928944493 45.4031209686079,9.23479085228663 45.4000487757899,9.22851400675283 45.3926961751409,9.22440382994374 45.3901030358652,9.22349909963147 45.3905728510002,9.21587785820711 45.3979863419683,9.21694829170272 45.4039429864304,9.21723209341638 45.4046445247043,9.21886596877114 45.4085073245641,9.22391236572093 45.4108108043649,9.22449968997916 45.4104811083248,9.22517511160928 45.4100657334333,9.22538018283125 45.4098780580431,9.22600272088569 45.4093080213662,9.22662556538794 45.4085327040763,9.23247921411879 45.4089529828957,9.23981678080645 45.4101529461318,9.24406451525265 45.4114490934359,9.24893164051897 45.4140578775927,9.2512367842851 45.4155469868479,9.25105112679539 45.4156959048973,9.25075431447618 45.4159328208475,9.25042352972314 45.4161968503391,9.24867792392024 45.4173527890718,9.24798967971342 45.4177413264294,9.24360467475262 45.4196229596336,9.24891815428077 45.4246700477096,9.25492461968951 45.4277189615227,9.26309533871377 45.4322636084721,9.26466450462391 45.4331460072846,9.26785854834445 45.4361439243141,9.26771027914296 45.4387140485254,9.27265425769547 45.4325907132423)))"
San Giorgio su Legnano,"MULTIPOLYGON (((8.91502140613755 45.5813874521201,8.92217732061343 45.575418031803,8.92364347644975 45.573816307215,8.92301396940194 45.5718197961231,8.92199200626911 45.571287057117,8.92160650978226 45.5710980155146,8.92118651522366 45.5709379824648,8.92074582674211 45.5708069653673,8.9185472116381 45.57046491491,8.91575294560638 45.5698352466378,8.91558675673922 45.5697860357621,8.90631956537705 45.5653481151968,8.90502005634683 45.5633147288421,8.90762677243012 45.5593115121439,8.90073247224144 45.5601996114622,8.89755746194505 45.5692763320201,8.90729414154098 45.5746902630386,8.90591067185962 45.576269590506,8.90510683877661 45.577165847471,8.9110898346666 45.5800218344186,8.91493395968338 45.5815120496201,8.91502140613755 45.5813874521201)))"
